question_id,question,answer,job_role,question_type
936,What are L1 and L2 regularization?,L1 (Lasso) regularization adds a penalty equal to the absolute value of the magnitude of coefficients. L2 (Ridge) adds a penalty equal to the square of the magnitude of coefficients. L1 can lead to sparse models by shrinking some coefficients to zero.,Data Scientist,Technical
937,How do you deal with an imbalanced dataset in a classification problem?,"Techniques include resampling (oversampling the minority class or undersampling the majority class, like with SMOTE), using different evaluation metrics (like F1-score or AUC-ROC), and using algorithms that are robust to imbalance.",Data Scientist,Technical
938,What is a Recurrent Neural Network (RNN)?,"An RNN is a type of neural network designed to work with sequence data. It has 'memory' which captures information about what has been calculated so far, using loops within the network's architecture.",Data Scientist,Technical
939,What's the difference between a parameter and a hyperparameter?,"A model parameter is a configuration variable that is internal to the model and whose value can be estimated from data (e.g., weights in a neural network). A hyperparameter is external to the model and cannot be estimated from data; it is set before training (e.g., learning rate).",Data Scientist,Technical
940,What is Batch Normalization?,Batch Normalization is a technique to standardize the inputs to a layer for each mini-batch. This has the effect of stabilizing the learning process and dramatically reducing the number of training epochs required to train deep networks.,Data Scientist,Technical
941,What is an API?,An Application Programming Interface (API) is a set of rules and protocols that allows different software applications to communicate with each other.,Data Scientist,Technical
942,Explain the ETL process.,"ETL stands for Extract, Transform, and Load. It is a data integration process where data is extracted from various sources, transformed into a proper format, and then loaded into a data warehouse or other system.",Data Scientist,Technical
943,What are some different types of joins in SQL?,"The main types are INNER JOIN (returns records with matching values in both tables), LEFT JOIN (returns all records from the left table, and the matched records from the right table), RIGHT JOIN (returns all records from the right table, and the matched records from the left table), and FULL OUTER JOIN (returns all records when there is a match in either left or right table).",Data Scientist,Technical
944,What is a Lambda function in Python?,"A lambda function is a small anonymous function. It can take any number of arguments, but can only have one expression. They are often used when a simple function is needed for a short period of time.",Data Scientist,Technical
945,What is feature scaling and why is it important?,"Feature scaling is a method used to normalize the range of independent variables or features of data. It is important because many machine learning algorithms are sensitive to the scale of input features, and it can improve model performance and training speed.",Data Scientist,Technical
946,What is the difference between `==` and `is` in Python?,"`==` checks for equality of value, meaning it compares the values of two objects. `is` checks for identity, meaning it checks if two variables point to the same object in memory.",Data Scientist,Technical
947,Explain what a deep learning model is.,A deep learning model is a neural network with multiple hidden layers (a 'deep' architecture). These additional layers allow the model to learn more complex patterns and hierarchies of features from the data.,Data Scientist,Technical
948,What is a convex function?,"A convex function is a function where a line segment drawn between any two points on the graph of the function lies on or above the graph. In optimization, this is important because a convex function has only one global minimum, which algorithms like Gradient Descent can find.",Data Scientist,Technical
949,What is word embedding?,Word embedding is a technique in NLP where words or phrases from a vocabulary are mapped to vectors of real numbers. It allows words with similar meanings to have a similar representation. Word2Vec and GloVe are popular methods.,Data Scientist,Technical
950,What is the F1-Score?,"The F1-Score is the harmonic mean of Precision and Recall. It is a useful metric for evaluating a classification model, especially when the classes are imbalanced. F1 Score = 2 * (Precision * Recall) / (Precision + Recall).",Data Scientist,Technical
951,What is the difference between a data lake and a data warehouse?,"A data warehouse stores structured, filtered data that has already been processed for a specific purpose. A data lake is a vast pool of raw data in its native format, stored without a predefined schema.",Data Scientist,Technical
952,Explain what a Decision Tree is.,"A Decision Tree is a flowchart-like structure where each internal node represents a test on a feature, each branch represents the outcome of the test, and each leaf node represents a class label. It is used for both classification and regression.",Data Scientist,Technical
953,What is the Central Limit Theorem?,"The Central Limit Theorem (CLT) states that the distribution of sample means of a large number of samples taken from a population will be approximately normally distributed, regardless of the distribution of the population itself.",Data Scientist,Technical
954,What is a generator in Python?,"A generator is a special type of iterator that allows you to iterate over a sequence of items, but it generates them one at a time and only when requested. This is memory efficient for working with large datasets.",Data Scientist,Technical
955,What is multicollinearity and how can you detect it?,Multicollinearity occurs when two or more independent variables in a regression model are highly correlated. It can be detected using the Variance Inflation Factor (VIF) or by examining a correlation matrix of the predictors.,Data Scientist,Technical
956,What is a Box-Cox transformation?,A Box-Cox transformation is a statistical technique used to transform non-normal dependent variables into a normal shape. Normality is a common assumption for many statistical techniques.,Data Scientist,Technical
957,Explain the concept of 'long' vs 'wide' data format.,"In a wide format, each subject's repeated responses are in a single row, and each response is in a separate column. In a long format, each row is one time point per subject; so each subject has data in multiple rows.",Data Scientist,Technical
958,What is a cost function?,A cost function (or loss function) measures the performance of a machine learning model for a given set of data. It quantifies the error between predicted values and expected values and presents it in the form of a single real number.,Data Scientist,Technical
959,What are autoencoders?,An autoencoder is a type of neural network used for unsupervised learning of efficient codings. It learns to compress data from the input layer into a short code (encoder) and then uncompress that code into something that closely matches the original data (decoder).,Data Scientist,Technical
960,What is standardization vs normalization?,"Standardization (or Z-score normalization) rescales data to have a mean of 0 and a standard deviation of 1. Normalization (or Min-Max scaling) rescales the range of features to scale the range in [0, 1] or [-1, 1].",Data Scientist,Technical
961,How would you explain a non-technical person what machine learning is?,"Machine learning is like teaching a computer to recognize patterns, just like we learn from experience. Instead of giving it explicit instructions for every task, we give it a lot of examples, and it learns how to make predictions or decisions on its own.",Data Scientist,Technical
962,What is the law of large numbers?,"The law of large numbers is a theorem that states that as the number of trials of a random process increases, the average of the results obtained from those trials will approach the expected value.",Data Scientist,Technical
963,What is Gini Impurity?,Gini impurity is a measure of how often a randomly chosen element from the set would be incorrectly labeled if it was randomly labeled according to the distribution of labels in the subset. It's used by decision tree algorithms like CART.,Data Scientist,Technical
964,What is SMOTE?,"SMOTE (Synthetic Minority Over-sampling Technique) is a technique used to address class imbalance. It works by creating 'synthetic' samples of the minority class, rather than just creating copies.",Data Scientist,Technical
965,What is tokenization in NLP?,"Tokenization is the process of breaking down a stream of text into smaller units called tokens. These tokens can be words, characters, or subwords.",Data Scientist,Technical
966,What's the difference between a confusion matrix and a classification report?,"A confusion matrix is a table that visualizes the performance of an algorithm. A classification report is a text report showing the main classification metrics on a per-class basis (precision, recall, f1-score).",Data Scientist,Technical
967,What is a time series decomposition?,"Time series decomposition is a statistical task that deconstructs a time series into several components, each representing one of the underlying categories of patterns. Typically, these are trend, seasonality, and random noise.",Data Scientist,Technical
968,What is the learning rate?,The learning rate is a hyperparameter in optimization algorithms like gradient descent that determines the step size at each iteration while moving toward a minimum of a loss function.,Data Scientist,Technical
969,What is a Convolutional Neural Network (CNN)?,"A CNN is a type of deep learning model, most commonly applied to analyzing visual imagery. They use a special operation called convolution to process pixel data and learn hierarchical patterns.",Data Scientist,Technical
970,What is the difference between model accuracy and model performance?,"Model accuracy is a specific metric (percentage of correct predictions), which can be misleading on imbalanced datasets. Model performance is a more holistic term that refers to the overall quality of a model, assessed using various metrics (like precision, recall, AUC) and qualitative analysis.",Data Scientist,Technical
971,What is a primary key in a database?,A primary key is a column (or set of columns) in a table that uniquely identifies each row in that table. It must contain unique values and cannot have NULL values.,Data Scientist,Technical
972,What is a foreign key?,A foreign key is a key used to link two tables together. It is a field (or collection of fields) in one table that refers to the PRIMARY KEY in another table.,Data Scientist,Technical
973,What is early stopping?,"Early stopping is a form of regularization used to avoid overfitting when training a model with an iterative method, such as gradient descent. It involves stopping the training process as soon as the model's performance on a validation set starts to decline.",Data Scientist,Technical
974,What is Natural Language Processing (NLP)?,"NLP is a subfield of artificial intelligence that is focused on enabling computers to understand, interpret, and manipulate human language.",Data Scientist,Technical
975,What is Bayes' Theorem?,"Bayes' Theorem describes the probability of an event, based on prior knowledge of conditions that might be related to the event. It is stated as P(A|B) = [P(B|A) * P(A)] / P(B).",Data Scientist,Technical
976,"What's the difference between `fit`, `transform`, and `fit_transform` in scikit-learn?","`fit` calculates the parameters needed for a transformation (e.g., mean and std for scaling). `transform` applies the transformation using the already learned parameters. `fit_transform` does both steps in one call on the same data, which is more efficient.",Data Scientist,Technical
